,Número de registro,Outros números,Denominação,Resumo descritivo,Título,Autor,Material/Técnica,Local de produção,Data de produção,Classificação,Estado de conservação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Condições de reprodução
736,309028,,Cinzeiro,"Cinzeiro em melamina; de formato circular, nas cores verde e branca. Ao centro, sobre fundo verde, logotipo da Panair do Brasil em branco e, nas laterais, 3 logomarcas da empresa em branco. No fundo, adesivo marrom com o número ""9101"" em branco.",,,melamina,,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Bom,,,,13.5,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
737,309027,,Cinzeiro,"Cinzeiro em cerâmica vitrificada, na cor verde, de formato reproduzindo a logomarca da Panair. No centro, em relevo, o globo terrestre alado com o nome da Panair. No fundo, inscrição em preto: ""SECLA/ PORTUGAL"" e número gravado: ""103"".",,Secla,cerâmica,Portugal,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Bom,3,20.5,13.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
738,309026,,Cinzeiro,"Cinzeiro em vidro branco transparente, de formato triangular-arredondado. Ao centro, impressão a tinta no fundo na cor verde escuro com desenho de duas aeronaves no topo e as inscrições: ""PANAIR/ DIE FLUGLINIE NACH SÜDAMERIKA"", todos em branco.",,,vidro,,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Bom,2.7,10.5,11.7,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
739,309025,,Cinzeiro,"Cinzeiro em metal na cor rosa, de formato circular. Ao centro, brasão da Panair, logomarca da empresa e logomarca da frota Bandeirante em relevo. Na borda, a inscrição em relevo: ""PANAIR DO BRASIL"". No fundo, gravação revertida ""NATALE"".",,,metal,,,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Bom,1.5,,,10,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
740,309024,,Cinzeiro,"Cinzeiro em metal na cor champanhe, de formato circular com uma dobra na borda para apoio do cigarro. Ao centro, inscrição em relevo: ""PANAIR DO BRASIL"", seguida de aeronave e da logomarca da Panair em relevo.",,,metal,,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Regular,,"8,50 diâmetro",,8.5,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
741,309023,,Cinzeiro,"Cinzeiro em metal prateado, de fundo circular; comemorativo da milésima travessia do Oceano Atlântico. Ao centro, brasão da Panair, logomarca da empresa e outra logomarca ilegível devido ao desgaste dos três relevos. na borda, a inscrição gravada: ""COMEMORAÇÃO DA 1.000ª/ TRAVESSIA DO ATLÂNTICO/ 29-4-1946 PANAIR DO BRASIL 29-4-1949"". No fundo, gravação revertida: ""NATALE"".",,,metal,,194-,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Regular,1.4,"10,00 diâmetro",,10,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
742,309022,,Cinzeiro,"Cinzeiro em melamina na cor branca, de formato triangular estilizado, com bordas recortadas. Ao centro, logomarca da Panair na cor verde. No fundo, três pés e logomarca do fabricante em relevo ""ORMAMIN - PRESSWERK MINDENi. W."".",,Ormamin Presswerk,melamina,Alemanha,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Regular,3,16,15.3,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
743,309021,,Cinzeiro,"Cinzeiro em vidro branco transparente, de formato ovalado polifacetado, com a logomarca da Panair gravada na cor verde ao fundo, transparecendo no centro do cinzeiro.",,,vidro,,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Bom,1.2,7.4,5.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
744,309020,,Cinzeiro,"Cinzeiro em porcelana de formato irregular, levemente triangular, na cor branca. Sobre a borda mais larga, ao lado da reentrância para apoio do cigarro, logomarca na cor verde da Panair. No fundo, logomarca do fabricante em tonalidade caramelo.",,Porcelana D. Pedro II,porcelana,Brasil - Rio de Janeiro,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Regular,3.7,16,11.5,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
745,309019,,Cinzeiro,"Cinzeiro em cerâmica vitrificada de formato irregular tendendo para o retangular na cor azul escuro, com a logomarca da Panair em relevo na cor branca, dando forma ao cinzeiro. Nas laterais, inscrições em relevo: ""PAN AMERICAN AIRWAYS SYSTEM PASSAGEIROS CORREIO-ENCOMMENDAS"".",,,cerâmica,,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Bom,2.8,13.8,8.5,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
746,309018,,Cinzeiro,"Cinzeiro em cerâmica vitrificada de formato circular na cor verde escuro. Ao centro, em relevo, mapas do Brasil, da Europa e da África com uma ligação Brasil-Europa e o logotipo da Panair sobre uma rosa dos ventos. Borda decorada com inscrições em relevo: ""PANAIR DO BRASIL"" e duas logomarcas da Panair.",,,cerâmica,,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Regular,2.4,"12,90 Diametro",,12.9,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
747,309017,,Cinzeiro,"Cinzeiro em cerâmica de formato trapezoidal. Ao centro, relevo da Catedral de Brasília sobre fundo na cor verde oliva. Borda em branco e restante do corpo na cor preta fosca serigrafada em branco em duas faces opostas com o o logotipo e a logomarca da Panair.",,,cerâmica,Brasil,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Bom,4.3,19.2,13.8,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
748,309016,,Cinzeiro,"Cinzeiro em cerâmica vitrificada na cor verde, de formato irregular, orgânico e curvilíneo. Borda decorada com padrão de listras na vertical e inscrição em relevo à esquerda: ""PANAIR DO BRASIL"". No fundo, na cor preta, a inscrição: ""HANDCRAFT OF PORTUGAL"".",,,cerâmica,Portugal,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Bom,4.2,11.5,11.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
749,309015,,Cinzeiro,"Cinzeiro em cerâmica vitrificada de formato irregular, levemente triangular, na cor verde. Bordas com inscrições em relevo: "".PANAIR."", em toda a superfície. No centro, gravação em branco de símbolos arquitetônicos de Brasília: parte da Catedral, parte do Palácio da Alvorada e a pomba do Divino Espírito Santo de Athos Bulcão. No fundo, inscrição na cor preta, parte ilegível: "". . . PORTUGAL"".",,,cerâmica,Portugal,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Bom,2,22,20.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
750,309014,,Cinzeiro,"Cinzeiro em cerâmica vitrificada de formato quadrangular, na cor preta. Duas bordas com três reentrâncias para suporte dos cigarros. Em cada uma das faces externas, opõem-se de um lado a logomarca e do outro o logotipo da Panair impressos na cor verde.",,,cerâmica,Brasil,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Bom,4,14,,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
751,309013,,Cinzeiro,"Cinzeiro em cerâmica, na cor branca, de formato quadrangular com padrão decorativo em craquelê; duas bordas com três reentrâncias para o suporte dos cigarros. Em cada uma das faces externas, opõem-se de uma lado a logomarca e de outro o logotipo da Panair na cor verde. No fundo, a logomarca do fabricante ""SECLA/ MADE IN PORTUGAL"".",,Secla,cerâmica,Portugal,19--,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Regular,7.5,15,,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
752,309012,,Guardanapo,"Guardanapo em linho em tom azul claro com inscrição ""PANAIR"" bordada no canto inferior direito em linha azul.",,,linha | linho,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Regular,,46,50.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
753,309011,,Guardanapo,"Guardanapo em linho em tom azul claro com inscrição ""PANAIR"" bordada no canto inferior direito em linha azul. No verso, há um retalho costurado na borda com a seguinte numeração ""H57099"".",,,linha | linho,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Regular,,46,50.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
754,309010,,Guardanapo,"Guardanapo em linho em tom azul claro com inscrição ""PANAIR"" bordada no canto inferior direito em linha azul.",,,linha | linho,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Regular,,46,50.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
755,309009,,Guardanapo,"Guardanapo em linho em tom azul claro com inscrição ""PANAIR"" bordada no canto inferior direito em linha azul.",,,linha | linho,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Regular,,46,50.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
756,309008,,Taça de sobremesa,"Taça de sobremesa em prata, lisa, com borda decorada com friso estriado intercalado por ""X"". Em faces opostas da parte externa, gravações do logotipo ""PANAIR DO BRASIL"" e ""A FROTA BANDEIRANTE"". No fundo, logotipo gravado ""FRACALANZA"".",,Fracalanza,prata,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,5.8,"9,60 diametro",,9.6,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
757,309007,,Taça de sobremesa,"Taça de sobremesa em prata, lisa, com borda decorada com friso estriado intercalado por ""X"". Em faces opostas da parte externa, gravações do logotipo ""PANAIR DO BRASIL"" e ""A FROTA BANDEIRANTE"". No fundo, logotipo gravado ""FRACALANZA"".",,Fracalanza,prata,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,5.8,"9,60 diametro",,9.6,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
758,309006,,Colher de sopa,"Colher de sopa em aço inoxidável com cabo decorado com folhagens e pontilhado; logomarca da ""Frota Bandeirante"" em sua extremidade. No verso, cabo decorado com friso liso. Ao centro deste, logomarca ""Radio Inox"" gravada e na extremidade do cabo o logotipo ""PANAIR DO BRASIL"".",,Radio Inox,aço inoxidável,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,,4,17.5,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
759,309005,,Colher de sopa,"Colher de sopa em aço inoxidável com cabo decorado com folhagens e pontilhado; logomarca da ""Frota Bandeirante"" em sua extremidade. No verso, cabo decorado com friso liso. Ao centro deste, logomarca ""Radio Inox"" gravada e na extremidade do cabo o logotipo ""PANAIR DO BRASIL"".",,Radio Inox,aço inoxidável,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,,4,17.5,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
760,309004,,Colher de café,"Colher de café em aço inoxidável com cabo decorado com folhagens e pontilhado; logomarca da ""Frota Bandeirante"" em sua extremidade. No verso, cabo decorado com os mesmos motivos da frente. Ao centro deste, logomarca ""Radio Inox"" gravada e na extremidade do cabo o logotipo ""PANAIR DO BRASIL"".",,Radio Inox,aço inoxidável,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,,2,10.5,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
761,309003,,Faca,"Faca de refeição em aço inoxidável com cabo decorado com folhagens e pontilhado; logomarca da Frota Bandeirante em sua extremidade. No verso, cabo decorado com os mesmos motivos da frente. Ao centro deste, logomarca ""Radio Inox gravada"" e, na extremidade do cabo, o logotipo ""PANAIR DO BRASIL"".",,Radio Inox,aço inoxidável,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,,1.8,18.8,,,
762,309002,,Faca,"Faca de refeição em aço inoxidável com cabo decorado com folhagens e pontilhado; logomarca da Frota Bandeirante em sua extremidade. No verso, cabo decorado com os mesmos motivos da frente. Ao centro deste, logomarca ""Radio Inox"" gravada e na extremidade do cabo o logotipo ""PANAIR DO BRASIL"".",,Radio Inox,aço inoxidável,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,,1.8,18.8,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
763,309001,,Garfo,"Garfo de refeição em aço inoxidável com cabo decorado com folhagens e pontilhados. Logomarca da Frota Bandeirante em sua extremidade. No verso, cabo decorado com friso liso. Ao centro deste, logomarca da ""Radio Inox"" gravado e na extremidade do cabo o logotipo ""PANAIR DO BRASIL"".",,Radio Inox,aço inoxidável,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,,2,17.2,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
764,309000,,Garfo,"Garfo de refeição em aço inoxidável com cabo decorado com folhagens, pontilhados e logomarca da Frota Bandeirante em sua extremidade. No verso, cabo decorado com friso liso. Ao centro deste, logomarca da ""Radio Inox"" gravada. Na extremidade do cabo, o logotipo ""PANAIR DO BRASIL"".",,Radio Inox,aço inoxidável,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,,2,17.2,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
765,308999,,Copo,"Copo de cristal pequeno em formato cilíndrico, liso, com a logomarca da Panair na cor verde, na parte externa.",,Cristais Hering,cristal,Brasil - Santa Catarina,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,7.4,"5,2 diametro",,5.2,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
766,308998,,Copo,"Copo de cristal com ondulações verticais da base ao topo na parte interna. Na parte externa, logomarca da Panair na cor verde. Inscrições no fundo: ""Cristais Hering"".",,Cristais Hering,cristal,Brasil - Santa Catarina,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,6,"5,4 diametro",,5.4,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
767,308997,,Copo,"Copo de cristal com ondulações verticais da base ao topo na parte interna. Na parte externa, logomarca da Panair na cor verde. Inscrição no fundo: ""Cristais Hering"".",,Cristais Hering,cristal,Brasil - Santa Catarina,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,5.7,"5,5 diametro",,5.5,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
768,308996,,Copo,"Copo de cristal, em formato cilíndrico, liso, com a logomarca da Panair, na cor verde, na parte externa. Inscrição ao fundo: ""Cristais Hering"".",,Cristais Hering,cristal,Brasil - Santa Catarina,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,11.3,"6,3 diamentro",,6.3,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
769,308995,,Copo,"Copo de cristal em formato cilíndrico, liso, com a logomarca da Panair na cor verde, na parte externa. Inscrição no fundo: ""Cristais Hering"".",,Cristais Hering,cristal,Brasil - Santa Catarina,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,11.3,"6,3 Diametro",,6.3,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
770,308993,,Copo de conhaque,"Copo de conhaque em cristal com logomarca da Panair na cor verde, na parte externa. Inscrição no fundo: ""Cristais Hering"".",,Cristais Hering,cristal,Brasil - Santa Catarina,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,9.3,"6,6 diametro",,6.6,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
771,308992,,Copo,"Copo de cristal com tênues ondulações verticais da base ao topo, na parte interna. Na parte externa, logomarca da Panair na cor verde.",,Cristais Hering,cristal,Brasil,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,6.8,"5,8 Diametro",,5.8,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
772,308991,,Copo,"Copo de cristal com ondulações verticais da base ao topo, na parte interna. Na parte externa, logomarca da Panair na cor verde. Inscrição no fundo: ""Cristais Hering"".",,Cristais Hering,cristal,Brasil - Santa Catarina,19--,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Bom,6.8,,,5.8,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
773,308990,,Avião (modelo),"Modelo de aeronave da Panair, modelo Douglas DC-7C com fuselagem em plástico, hélices em metal e tripé de apoio em metal. A aeronave possui um corte lateral do lado direito para demonstrar sua repartição interior: cabine; área de serviço de bordo; banheiros e assentos dos passageiros. O modelo expositivo apresenta a parte inferior da fuselagem e as asas na cor cinza metálico; a parte superior e a empenagem em branco; no estabilizador vertical, em ambos os lados, as seguintes inscrições: ""PANAIR"" em branco sobre tarja verde escuro; ""DC-7C"" em verde escuro, e, acima destas, a bandeira do Brasil. Nas laterais da fuselagem, próximo aos estabilizadores horizontais, sobre tarja verde escuro, na cor branca, o prefixo ""PP-DC"". Sobre as asas esquerda e direita, respectivamente, na cor preta , o prefixo: ""PP e PDL"". O nariz do avião apresenta pintura geométrica que se alonga pela fuselagem do lado esquerdo nas cores verde escuro e preta. O modelo Douglas DC-7C é um quadrimotor a pistão, as hélices apresentam pintura de listras brancas e verdes nas pontas.",,,metal | plástico,,19--,11 Transporte > 11.4 Transporte Aéreo,Bom,133,168,144.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
774,20005,,Demarcador,"Demarcador territorial esculpido em pedra, em forma de falo, sobre base de pedra. Possui as inscrições centralizadas em duas de suas quatro faces: ""TERRENO NEUTRAL ATE CHUY"" e ""R._F./ ANNO 1784"".",,,pedra,,1784,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Bom,250,48,,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
775,18181,,Placa comemorativa,"Placa comemorativa da visita da família imperial (Princesa Isabel e Conde d'Eu) à Real Fábrica de Ferro São João do Ipanema, em 10 de novembro de 1884. Inscrições: ""10 DE NOVEMBRO DE 1884/ VISITA DE/ S.A.I A SENHORA D. IZABEL/ S.A.R O SENHOR CONDE D'EU./ S.A.I/ O PRINCIPE DO GRÃO PARÁ/ S.A. O PRINCIPE D. LUIZ/ YPANEMA"".",,Fundição Ipanema,ferro,Brasil - São Paulo,1884,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Bom,71,70,,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
776,18178,,Lápide sepulcral,"Inscrições: ""VICENTIUS MAZZONI/ ARCHIEP. EDESSEN INTERN APO/ LEG. EXTR. IN BRASILIA/ IN AEGRITUDINE ET CHARITATE PIORUM/ OBIIT III NONAS IUNI A.D. MDCCCLVII/ ET HIC PREQUIESCIT/ RUA D'AJUDA 35 JBG"".",,,mármore,Brasil,1857,09 Objetos Cerimoniais > 09.4 Objeto Funerário,Regular,58,76.8,,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
777,18175,,Placa comemorativa,"Placa de pedra clara, em formato retangular horizontalizado, com decoração em rocalha torneando toda a borda. Ao centro da placa, as inscrições: ""NO 18. ANO DA INDEPENDENCIA E 14 DA IDADE DE S.M.I./ O S. D. PEDRO 2. SENDO REGENTE DO IMPERIO. O SENA/ DOR PEDRO D'ARAUJO LIMA DEPUTADO SEBASTIÃO/ DO REGO BARROS MIN. E SECRT. D'ESTADO DOS NEG. DA/ GUERRA. MANDOU FAZER ESTA OBRA PELO DIRECTOR/ DO ARSENAL DE GUERRA A. J. RANGEL DE VASC. 1839"".",,,pedra,Brasil,1839,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Regular,100,220,46.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
778,18174,,Placa comemorativa,"Inscrições: ""9 DE NOVEMBRO DE 1886/ VISITA DE/ SS.MM.II,/ DO EXMO M.A.C.O.P./ CNSO. ANTONIO PRADO./ E DO PRESIDENTE/ BARÃO DO PARNAHYBA./ YPANEMA."".",,Fundição Ipanema,ferro,Brasil - São Paulo,1886,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Bom,71,71,,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
779,18173,,Sino,"Inscrições: ""ISABEL, 1865"".",,,bronze,Brasil,1865,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Bom,37.5,,,30,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
780,18172,,Sino,"Inscrições: ""RUA DA PRAINHA Nº 69"" e ""1482"".",,,bronze,Portugal,[18--],10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Regular,49,,,40.5,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
781,18167,,Brasão,"Inscrições: ""PATIENTE ET COURAGE"" e ""NOCHINEM IOCH MINUCP"" (?). Esta pedra foi encontrada durante a reforma de uma casa na Rua Sete de Setembro (antiga Rua do Cano), no Rio de Janeiro, e a forma como foi encontrada, com os elementos decorativos virados para baixo, servindo para piso da cozinha, mostra-nos o reaproveitamento de pedras, prática comum no período.",,,pedra,Em pesquisa,1834,08 Insígnias,Bom,113,94,27.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
782,18166,,Brasão,"Brasão com as quinas de Portugal, esculpido em pedra, com decoração em motivos rocalha.",,,pedra,Brasil,[17--],08 Insígnias,Regular,95,70.5,35.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
783,18165,,Lápide sepulcral,"Lápide sepulcral em pedra (mármore?), de formato retangular verticalizado, com brasão na parte superior e as seguintes inscrições na parte inferior: ""ESTA SA HE DO LDO MANOEL DA NOBREGA PROCT HONOTARIO APOSTOLICO S V R...LOR E COMMISSARIO DA RDA CAMARA E CO POR COMMISSÃO DE SVA SANTIDADE TODA A REPARTIÇÃO DA BANDA DO SUL 3o.VIGRO. DESTA SIDADE DO RIO DE IANRO"".",,,pedra,Brasil,[15--],09 Objetos Cerimoniais > 09.4 Objeto Funerário,,225,100,,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
784,18164,,Brasão,"Brasão eclesiástico de Frei Antônio do Desterro, esculpido em pedra, com motivos em rocalha.",,,pedra,Em pesquisa,[17--],08 Insígnias,Regular,100,0.78,0.25,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
785,18163,,Banheira,Banheira em mármore que provavelmente pertenceu ao Palácio Imperial da Quinta da Boa Vista.,,,mármore,Em pesquisa,[18--],04 Construção > 04.3 Equipamento Hidráulico,Bom,93,172,71.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
786,15917,,Canhão,"Culatra padrão sistema Armstrong. No segundo reforço, duas setas, o brasão ""GR3"" e o número ""15"". No munhão direito, a letra ""Z"" e, no esquerdo, o número ""783"".",,"George Matthews, Calcutts Ironworks",ferro,Inglaterra,[1778-1786],01 Caça e Guerra > 01.2 Arma,Ruim,,60,257.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
787,15916,,Canhão,"Inscrição ""21-3-26"" e uma seta no primeiro reforço. Monograma de Jorge II no segundo reforço, assim como as letras ""R"" no munhão direito e ""IC"" no munhão esquerdo.",,[John Cookson & Co.],ferro,Inglaterra,[1722-1760],01 Caça e Guerra > 01.2 Arma,Ruim,,51,267.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
788,15915,,Canhão,"Cascavel achatado, sem inscrições visíveis, munhões quebrados, com a boca obstruída por peça metálica retangular.",,,ferro,,[17--],01 Caça e Guerra > 01.2 Arma,Ruim,,45,253.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
789,15914,,Canhão,"Culatra padrão sistema Armstrong. Com dois furos para fixação do fecho, próximos ao ouvido. No primeiro reforço, as marcas de peso ""29-1-1"", no segundo reforço, o brasão ""GR3"", duas setas e o número ""26"". No munhão esquerdo, a inscrição ""SOLID"" e no direito a letra ""Z"".",,"George Matthews, Calcutts Ironworks",ferro,Inglaterra,[1778-1786],01 Caça e Guerra > 01.2 Arma,Bom,,63,255.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
790,15913,,Canhão,"Culatra plana com cascavel pisciforme, servindo de anel do vergueiro. Na faixa alta da culatra, os números ""43-1-1"" (marca de peso) inscritos com caracteres antigos. Ouvido rebrocado, com quatro desenhos em forma de estrela a sua volta. Marcas de peso ""39+0+29"" gravados em caracteres modernos no primeiro reforço. Golfinhos pisciformes no segundo reforço, munhões colocados no centro do canhão (em relação ao eixo da alma). Brasão português no liso da bolada.",,,bronze,Portugal,[156-],01 Caça e Guerra > 01.2 Arma,Regular,,61,358.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
791,15912,,Canhão,"Na culatra, a inscrição ""55-2-10"" em caracteres modernos. Na faixa alta da culatra, as seguintes inscrições: ""55-2-10"", ""6598 H"" e ""ME FECIT CIPRIANUS CRANS IANX AMSTELODAMI ANNO 1738"". No primeiro reforço, brasão português, inscrição ""IOANES V"", e marca do banco de prova de Amsterdã. No segundo reforço, golfinhos em forma de dragão marítimo.",,"Janzoon, Ciprianus Crans",bronze,Holanda,1738,01 Caça e Guerra > 01.2 Arma,Regular,,74,378.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
792,15911,,Canhão,"Culatra padrão sistema Armstrong. Com dois furos para fixação do fecho, próximos ao ouvido. No primeiro reforço, marcas de peso, porém muito desgastadas, impedindo sua leitura. No segundo reforço, duas setas, o brasão ""GR3"" e o nº ""14"". No munhão esquerdo, a letra ""Z"" e no direito a inscrição ""SOLID"".",,"George Matthews, Calcutts Ironworks",ferro,Inglaterra,[1778-1786],01 Caça e Guerra > 01.2 Arma,Bom,,61,256.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
793,15910,,Canhão,"Culatra do padrão sistema Armstrong, com marcas de peso ilegíveis e brasão muito apagado, sendo possivelmente de Jorge II. Observa-se ainda a marca ""WP"" no primeiro reforço. Sem munhões. A peça encontra-se muito desgastada até o meio do liso da bolada.",,,ferro,Inglaterra,[1722-1760],01 Caça e Guerra > 01.2 Arma,Bom,,45,248.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
794,15909,,Canhão,"Culatra do padrão sistema Armstrong, com marcas de peso ilegíveis e brasão muito apagado, sendo possivelmente de Jorge II. Todo o primeiro reforço encontra-se muito corroído. Sem munhões.",,,ferro,Inglaterra,[1722-1760],01 Caça e Guerra > 01.2 Arma,Ruim,,38,248.0,,,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
